Tahun,Kabupaten,Desa,Anggaran,Penyaluran
2018,Indramayu,Rancahan,1080664000,1080664000
2021,Majalengka,Randegan Wetan,1080638000,1080638000
2019,Indramayu,Sukadadi,1080629000,1080629000
2020,Tasikmalaya,Sirnajaya,1080620000,1080620000
2021,Sukabumi,Sukaresmi,1080605000,1080605000
2019,Bogor,Sukamaju,1080589425,1080589425
2018,Cianjur,Cibanteng,1080572000,1080572000
2021,Cianjur,Girimukti,1080566000,1080566000
2019,Cirebon,Kaliwedi Lor,1080560000,1080560000
2020,Tasikmalaya,Parakanhonje,1080524000,1080524000
2020,Cianjur,Murnisari,1080416000,1080416000
2018,Bandung,Mekarjaya,1080390000,1080390000
2021,Subang,Tenjolaya,1080369000,1080369000
2021,Ciamis,Sindangbarang,1080343000,1080343000
2020,Karawang,Makmurjaya,1080288000,1080288000
2021,Tasikmalaya,Jayaratu,1080281000,1080281000
2020,Bandung,Cibeet,1080265000,1080265000
2020,Majalengka,Salagedang,1080219000,1080219000
2020,Bogor,Bantarjaya,1080213000,1080213000
2021,Sukabumi,Margaluyu,1080054000,1080054000
2019,Bogor,Gunungmalang,999010682,999010682
2019,Cianjur,Munjul,1080000000,648000000
2021,Bandung,Rancatungku,1079977000,1079977000
2019,Indramayu,Sliyeg,1079862000,1079862000
2018,Bogor,Gunungmalang,890160442,890160442
2020,Karawang,Pulojaya,1079820000,1079820000
2019,Ciamis,Tanjungsari,1079791000,1079791000
2020,Purwakarta,Sempur,1079791000,1079791000
2020,Majalengka,Muktisari,1079785000,1079785000
2019,Ciamis,Kertahayu,1079784000,1079784000
2021,Karawang,Kalisari,1079768000,1079768000
2020,Majalengka,Bayureja,1079768000,1079768000
2019,Bandung,Girimekar,1079751000,1295701200
2019,Indramayu,Pangauban,1079710000,1079710000
2018,Sukabumi,Gunungmalang,881054000,881054000
2020,Bogor,Gunungmenyan,1311284000,1311283620
2018,Cianjur,Talagasari,1079571000,18352707000
2019,Indramayu,Bulak,1079512000,1079512000
2019,Bandung Barat,Pasirhalang,1079486000,1079486000
2020,Tasikmalaya,Sukarame,1079459000,1079459000
2019,Cirebon,Mandala,1079450000,1079450000
2018,Cianjur,Sukasirna,1079431000,1079431000
2019,Bogor,Bagoang,1079430059,1079430059
2020,Majalengka,Jayi,1079377000,1079377000
2021,Karawang,Pasirkaliki,1079335000,1079335000
2020,Purwakarta,Pasirmunjul,1079285000,1079285000
2020,Subang,Tenjolaya,1079279000,1079279000
2020,Bandung,Cikoneng,1079257000,1079257000
2019,Ciamis,Ciparay,1079230000,1079230000
2020,Indramayu,Mekargading,1079212000,1079212000
2019,Cianjur,Cipendawa,1079200000,1079200000
2019,Bandung,Rawabogo,1079182000,1295018400
2021,Bogor,Gunungmenyan,1165868000,1165868000
2021,Sukabumi,Sekarwangi,1079105000,1079105000
2018,Indramayu,Puntang,1079080000,1079080000
2021,Majalengka,Kutamanggu,1079023000,1079023000
2021,Cirebon,Ciwaringin,1079018000,1079018000
2021,Pangandaran,Jangraga,1079014000,1079014000
2020,Tasikmalaya,Indrajaya,1078977000,1078977000
2019,Bogor,Gunungmenyan,1121420880,1121420880
2021,Karawang,Cicinde Selatan,1078941000,1078941000
2019,Tasikmalaya,Cibatuireng,1078891000,1078891000
2021,Tasikmalaya,Rajamandala,1078856000,1078856000
2020,Bandung,Pananjung,1078816000,1078816000
2021,Bandung,Cibeet,1078761000,1078761000
2020,Cirebon,Sindangjawa,1078732000,1078732000
2020,Tasikmalaya,Cilolohan,1078715000,1078715000
2021,Tasikmalaya,Sindangjaya,1078707000,1078707000
2020,Indramayu,Langgengsari,1078685000,1078685000
2018,Bogor,Gunungmenyan,901093260,901093260
2021,Pangandaran,Cimindi,1078592000,1078592000
2021,Bogor,Dramaga,1078567000,1078567000
2020,Karawang,Sukasari,1078488000,1078488000
2019,Sumedang,Cikahuripan,1078476000,1078476000
2021,Majalengka,Salagedang,1078463000,1078463000
2020,Cianjur,Maleber,1078405000,1078405000
2019,Majalengka,Jatiserang,1078391000,1078391000
2018,Karawang,Sumberjaya,1078367000,1078367000
2019,Cirebon,Hulubanteng,1078321000,1078321000
2019,Karawang,Mekarjaya,1078320000,1078320000
2019,Garut,Bojong,1078300000,1078300000
2021,Majalengka,Parungjaya,1078296000,1078296000
2018,Garut,Talagajaya,1078284000,1078284000
2021,Tasikmalaya,Padasuka,1078196000,1078196000
2021,Tasikmalaya,Leuwidulang,1078093000,1078093000
2019,Indramayu,Jangga,1078048000,1078048000
2021,Bogor,Gunungsari,1209462000,1209462000
2019,Garut,Mulyasari,1078000000,1078000000
2019,Tasikmalaya,Cikukulu,1077985000,1077985000
2020,Bogor,Gunungsari,1103958000,1103957715
2020,Cirebon,Kedungjaya,1077891000,1077891000
2019,Bogor,Gunungsari,1101172460,1101172460
2020,Cirebon,Suranenggala,1077800000,1077800000
2019,Garut,Mekarwangi,1077800000,1077800000
2018,Bandung Barat,Langensari,1077789200,1077789200
2018,Cianjur,Sukaresmi,1077727000,1077727000
2018,Bogor,Tugu Selatan,1077705619,1077705619
2019,Cirebon,Pabedilan Kidul,1077648000,1077648000
2020,Sumedang,Cibugel,1077565000,1077565000
2021,Indramayu,Juntiweden,1077549000,1077549000
2019,Cirebon,Serang Kulon,1077534000,1077534000
2021,Cianjur,Talagasari,1077500000,1077500000
2018,Cianjur,Mekarlaksana,1077394000,1077394000
2021,Majalengka,Panyingkiran,1077373000,1077373000
2019,Garut,Bojong,1077200000,1077200000
2018,Bekasi,Sukamaju,1077180000,1077180000
2018,Ciamis,Pasirtamiang,1077118000,1077118000
2019,Majalengka,Sukamaju,1077094000,1077094000
2018,Karawang,Solokan,1077062300,1077062300
2019,Tasikmalaya,Tenjowaringin,1077055000,1077055000
2019,Tasikmalaya,Mekarjaya,1077023000,1077023000
2021,Cianjur,Cipetir,1077007000,1077007000
2018,Bogor,Gunungsari,1065270993,1065270993
2018,Indramayu,Leuwigede,1076975000,1076975000
2021,Ciamis,Cikupa,1076965000,1076965000
2020,Sukabumi,Cicadas,1076964000,1076964000
2018,Majalengka,Cikidang,1076941574,1076941574
2020,Majalengka,Randegan Wetan,1076931000,1076931000
2020,Bogor,Sukasirna,1076917000,1076917000
2021,Cianjur,Sukamaju,1076916000,1076916000
2020,Majalengka,Cikeusik,1076895000,1076895000
2021,Bogor,Gunungsindur,1101732000,1101732000
2021,Cirebon,Sedong Kidul,1076813000,1076813000
2019,Cirebon,Kepuh,1076801000,1076801000
2019,Ciamis,Ciherang,1076776000,1076776000
2018,Indramayu,Sukra,1076717000,1076717000
2018,Tasikmalaya,Karyawangi,1076714500,1076714500
2020,Sukabumi,Jayabakti,1076701000,1076701000
2021,Cirebon,Kanci Kulon,1076679000,1076679000
2021,Indramayu,Dukuh,1076641000,1076641000
2020,Karawang,Pulokalapa,1076614000,1076614000
2019,Cianjur,Mekarmulya,1076600000,1076600000
2019,Garut,Banjarwangi,1076600000,1076600000
2021,Karawang,Anggadita,1076598000,1076598000
2020,Kuningan,Jatimulya,1076592000,1076592000
2020,Ciamis,Muktisari,1076585000,1076585000
2018,Majalengka,Anggrawati,1076575158,1076575158
2021,Bandung,Dampit,1076531000,1076531000
2019,Bogor,Tamansari,1076464240,1076464240
2020,Majalengka,Enggalwangi,1076449000,1076449000
2021,Tasikmalaya,Cimanggu,1076304000,1076304000
2019,Cirebon,Kejiwan,1076302000,1076302000
2020,Ciamis,Sukamulya,1076280000,1076280000
2021,Indramayu,Bulak Lor,1076262000,1076262000
2021,Tasikmalaya,Purwaraharja,1076239000,1076239000
2019,Purwakarta,Cibogo Girang,1076190600,1506666840
2018,Bekasi,Sukadaya,1076110000,1076110000
2021,Pangandaran,Jadimulya,1076063000,1076063000
2021,Subang,Compreng,1075975000,1075975000
2021,Majalengka,Tenjolayar,1075966000,1075966000
2018,Pangandaran,Jayasari,1075926000,1075926000
2018,Majalengka,Wadowetan,1075910471,1075910471
2019,Cianjur,Kubang,1075900000,1075900000
2019,Indramayu,Sukaperna,1075866000,1075866000
2019,Indramayu,Wirakanan,1075846000,1075846000
2020,Cirebon,Kalimeang,1075831000,1075831000
2020,Tasikmalaya,Sukagalih,1075811000,1075811000
2019,Cianjur,Pagermaneuh,1075800000,1075800000
2018,Bekasi,Medalkrisna,1075790000,1075790000
2020,Bogor,Gunungsindur,953474000,953474000
2019,Garut,Karanganyar,1075700000,1075700000
2019,Tasikmalaya,Eureunpalay,1075653000,1075653000
2021,Ciamis,Payungagung,1075632000,1075632000
2019,Majalengka,Tenjolayar,1075631000,1290757200
2019,Bogor,Gunungsindur,917868437,917868437
2021,Indramayu,Cangko,1075566000,1075566000
2021,Cianjur,Mekarwangi,1075493000,1075493000
2020,Bekasi,Sukadanau,1075491000,1075491000
2020,Cirebon,Karanganyar,1075491000,1075491000
2018,Majalengka,Kasturi,1075489095,1075489095
2021,Indramayu,Wanasari,1075421000,1075421000
2019,Garut,Sukalaksana,1075400000,1075400000
2018,Bogor,Gunungsindur,781718443,781718443
2020,Majalengka,Sumber Kulon,1075228000,1075228000
2019,Majalengka,Jatitujuh,1075190000,1075190000
2020,Tasikmalaya,Purwasari,1075181000,1075181000
2018,Indramayu,Kalianyar,1075125000,1075125000
2021,Karawang,Margamulya,1075102000,1075102000
2021,Sukabumi,Gunungsungging,904988000,904988000
2020,Tasikmalaya,Mekarjaya,1074988000,1074988000
2021,Ciamis,Bunter,1074928000,1074928000
2020,Sukabumi,Gunungsungging,837337000,837337000
2019,Kuningan,Sukamukti,1074865000,1074865000
2020,Cirebon,Semplo,1074856000,1074856000
2019,Sukabumi,Limusnunggal,1074851000,1074851000
2020,Cirebon,Jatimerta,1074728000,1074728000
2019,Majalengka,Karayunan,1074671000,1074671000
2019,Majalengka,Beusi,1074647000,1074647000
2020,Tasikmalaya,Kaputihan,1074627000,1074627000
2020,Cirebon,Balerante,1074600000,1074600000
2018,Bandung Barat,Kertajaya,1074592000,1074592000
2021,Cirebon,Weru Lor,1074569000,1074569000
2018,Tasikmalaya,Tanjungbarang,1074562000,1074562000
2021,Tasikmalaya,Mekarsari,1074536000,1074536000
2019,Tasikmalaya,Karangnunggal,1074510000,1074510000
2019,Cirebon,Bojong Kulon,1074474000,1074474000
2020,Bogor,Tapos II,1074466000,1074466000
2021,Indramayu,Mekargading,1074433000,1074433000
2018,Bandung Barat,Nyalindung,1074403600,1074403600
2021,Bandung,Cibodas,1074379000,1074379000
2018,Cianjur,Sukagalih,1074311000,1074311000
2018,Garut,Ciudian,1074204000,1074204000
2020,Tasikmalaya,Tanjungjaya,1074175000,1074175000
2019,Tasikmalaya,Kawitan,1074068000,1074068000
2020,Karawang,Mulangsari,1074041000,1076109000
2019,Cianjur,Ciharashas,1074000000,1074000000
2019,Purwakarta,Sukamulya,1073940700,1503516980
2019,Sukabumi,Gunungsungging,814534000,814534000
2021,Majalengka,Paningkiran,1073876000,1073876000
2020,Majalengka,Sepat,1073819000,1073819000
2018,Indramayu,Panyingkiran Lor,1073808000,1073808000
2019,Ciamis,Puloerang,1073795000,1073795000
2019,Indramayu,Malangsari,1073762000,1073762000
2021,Cirebon,Kubangdeleg,1073752000,1073752000
2019,Cianjur,Mekarsari,1073700000,1073700000
2019,Garut,Mekarsari,1073700000,1073700000
2018,Cianjur,Karangtengah,1073667000,1073667000
2018,Karawang,Kalidungjaya,1073577800,1073577800
2018,Garut,Pasirkiamis,1073550000,1073550000
2021,Ciamis,Rawa,1073519000,1073519000
2018,Bandung,Sukaresmi,1073505000,1073505000
2018,Sukabumi,Gunungsungging,715366000,715366000
2020,Sukabumi,Caringin,1073466000,1073466000
2021,Indramayu,Soge,1073453000,1073453000
2021,Sukabumi,Selajambe,1073450000,1073450000
2019,Purwakarta,Liunggunung,1073389300,1502745020
2020,Subang,Lengkongjaya,1073361000,1073361000
2019,Indramayu,Pawidean,1073322000,1073322000
2019,Cianjur,Margaluyu,1073300000,1073300000
2019,Bogor,Mekarsari,1073220055,1073220055
2021,Majalengka,Salawana,1073157000,1073157000
2019,Bandung,Mekarjaya,1073097000,1287716400
2021,Bandung,Malakasari,1073092000,1073092000
2021,Sukabumi,Cimanggu,1073059000,1073059000
2020,Majalengka,Kertasari,1073012000,1073012000
2018,Garut,Purwajaya,1073001000,1073001000
2020,Tasikmalaya,Kersagalih,1072986000,1072986000
2020,Cirebon,Karangasem,1072975000,1072975000
2021,Cirebon,Kaliwulu,1072883000,1072883000
2021,Cirebon,Kaliwedi Lor,1072853000,1072853000
2020,Cirebon,Waruroyom,1072845000,1072845000
2021,Ciamis,Kawalimukti,1072835000,1072835000
2020,Karawang,Kutamukti,1072819000,1072819000
2021,Cianjur,Cikancana,1072794000,1072794000
2020,Karawang,Kertawaluya,1072755000,1072755000
2019,Garut,Cigawir,1072700000,1072700000
2019,Bogor,Cibitung Tengah,1072631893,1072631893
2021,Ciamis,Cileungsir,1072623000,1072623000
2018,Sukabumi,Sirnaresmi,1072579000,1072579000
2019,Cirebon,Sigong,1072559000,1072559000
2020,Ciamis,Panaragan,1072548000,1072548000
2021,Kuningan,Cikaso,1072465000,1072465000
2020,Indramayu,Lanjan,1072463000,1072463000
2021,Cianjur,Galudra,1072449000,1072449000
2019,Sukabumi,Sirnasari,1072377000,1072377000
2021,Cianjur,Saganten,1072319000,1072319000
2018,Majalengka,Heuleut,1072244328,1072244328
2018,Bandung,Margaluyu,1072226000,1072226000
2019,Cirebon,Muara,1072207000,1072207000
2019,Tasikmalaya,Pasirpanjang,1072165000,1072165000
2018,Tasikmalaya,Sepatnunggal,1072145800,1072145800
2018,Bogor,Pangaur,1071915570,1071915570
2021,Cirebon,Warukawung,1071904000,1071904000
2019,Garut,Mekarraya,1071900000,1071900000
2019,Garut,Sukaratu,1071900000,1071900000
2020,Karawang,Pancakarya,1071893000,1071893000
2019,Cirebon,Pabuaran Lor,1071850000,1071850000
2018,Bandung Barat,Sirnagalih,1071818900,1071818900
2021,Majalengka,Argalingga,1071774000,1071774000
2018,Garut,Sekarwangi,1071722000,1071722000
2018,Karawang,Gempolkarya,1071673400,1071673400
2018,Sukabumi,Gunungtanjung,1101411000,1101411000
2019,Garut,Sukasono,1071600000,1071600000
2020,Ciamis,Bunter,1071595000,1071595000
2020,Tasikmalaya,Neglasari,1071581000,1071581000
2018,Tasikmalaya,Pusparaja,1071556000,1071556000
2018,Cianjur,Sukaratu,1071542000,1071542000
2018,Garut,Depok,1071460000,1071460000
2020,Indramayu,Soge,1071450000,1071450000
2020,Sukabumi,Gunungtanjung,942346000,942346000
2020,Tasikmalaya,Kertamukti,1071348000,1071348000
2021,Majalengka,Cipaku,1071283000,1071283000
2021,Cianjur,Karangtengah,1071268000,1071268000
2019,Sukabumi,Gunungtanjung,929063000,929063000
2019,Sukabumi,Cimangkok,1071246000,1071246000
2019,Ciamis,Tanjungsukur,1071166000,1071166000
2020,Bogor,Sasak Panjang,1071130000,1071129565
2019,Bogor,Mekarjaya,1071122357,1071122357
2020,Tasikmalaya,Cigunung,1071098000,1071098000
2018,Bandung Barat,Mekarwangi,1071068700,1071068700
2020,Tasikmalaya,Pasirbatang,1071052000,1071052000
2020,Cirebon,Mertapada Wetan,1071026000,1071026000
2019,Cirebon,Tegalgubug,1071017000,1071017000
2018,Cirebon,Sampiran,1070990000,1070990000
2020,Tasikmalaya,Banyuresmi,1070947000,1070947000
2021,Cianjur,Sukaluyu,1070942000,1070942000
2021,Sukabumi,Gunungtanjung,902394000,902394000
2019,Bandung,Rahayu,1070902000,1285082400
2020,Karawang,Curug,1070896000,1070896000
2018,Indramayu,Singajaya,1070884000,1070884000
2021,Bekasi,Hajarmekar,1106824000,1106824000
2021,Majalengka,Bonang,1070807000,1070807000
2019,Karawang,Pangulah Utara,1070786000,1070786000
2021,Majalengka,Tanjungsari,1070779000,1070779000
2021,Bandung,Tarajusari,1070651000,1070651000
2020,Tasikmalaya,Manonjaya,1070596000,1070596000
2019,Majalengka,Tejamulya,1070558000,1070558000
2021,Tasikmalaya,Lengkongbarang,1070462000,1070462000
2018,Cianjur,Sukabungah,1070447000,1070447000
2021,Kuningan,Kertawana,1070437000,1070437000
2020,Subang,Blanakan,1070437000,1070437000
2020,Bekasi,Hajarmekar,1101598000,1101598000
2021,Majalengka,Lampuyang,1070351000,1070351000
2018,Cianjur,Bojongkasih,1070328000,1070328000
2019,Ciamis,Sindangrasa,1070292000,1070292000
2021,Cirebon,Sarajaya,1070288000,1070288000
2019,Bandung,Melatiwangi,1070262000,1284314400
2021,Cirebon,Slendra,1070256000,1070256000
2020,Cirebon,Panongan,1070253000,1070253000
2020,Tasikmalaya,Cikunir,1070194000,1070194000
2019,Majalengka,Baturuyuk,1070084000,1070084000
2021,Tasikmalaya,Neglasari,1070034000,1070034000
2019,Bandung,Rancakasumba,1070016000,1070016000
2019,Bekasi,Lenggahjaya,1070000000,1070000000
2019,Bekasi,Mekarmukti,1070000000,1070000000
2019,Bekasi,Sukadanau,1070000000,1070000000
2019,Cirebon,Nanggela,1069754000,1069754000
2019,Bekasi,Hajarmekar,1040000000,1040000000
2020,Sukabumi,Neglasari,1069700000,1069700000
2020,Tasikmalaya,Sukaherang,1069685000,1069685000
2020,Cirebon,Pasanggrahan,1069665000,1069665000
2020,Sukabumi,Limbangan,1069651000,1069651000
2018,Bekasi,Hajarmekar,866670000,866670000
2021,Karawang,Jatibaru,1069588000,1069588000
2021,Ciamis,Tigaherang,1069564000,1069564000
2021,Tasikmalaya,Janggala,1069552000,1069552000
2019,Tasikmalaya,Salawu,1069520000,1069520000
2018,Subang,Sawangan,1069487200,1069487200
2019,Majalengka,Parungjaya,1069475000,1069475000
2019,Subang,Pamanukan,1069465000,1069465000
2021,Cirebon,Pelayangan,1069403000,1069403000
2020,Sukabumi,Purabaya,1069395000,1069395000
2020,Tasikmalaya,Linggawangi,1069384000,1069384000
2021,Bogor,Harkat Jaya,1379315000,1379315000
2019,Karawang,Kutalanggeng,1069281000,1069281000
2020,Cianjur,Hegarmanah,1069180000,1069180000
2021,Subang,Pasirbungur,1069175000,1069175000
2020,Bekasi,Lubangbuaya,1069159000,1069159000
2020,Bandung,Tangsimekar,1069152000,1069152000
2021,Indramayu,Pondoh,1069095000,1069095000
2021,Purwakarta,Taringgul Tengah,1069080000,1069080000
2019,Ciamis,Cimari,1069056000,1069056000
2019,Garut,Jati,1068900000,1068900000
2020,Tasikmalaya,Barumekar,1068879000,1068879000
2021,Sukabumi,Nagrak Utara,1068805000,1068805000
2018,Karawang,Muktijaya,1068802600,1068802600
2020,Cirebon,Tenjomaya,1068754000,1068754000
2020,Indramayu,Karangmulya,1068749000,1068749000
2019,Bandung,Citaman,1068739000,1068739000
2021,Cirebon,Sutawinangun,1068712000,1068712000
2021,Pangandaran,Pangandaran,1068674000,1068674000
2020,Tasikmalaya,Cikondang,1068658000,1068658000
2019,Sumedang,Ganjaresik,1068640000,1068640000
2020,Majalengka,Cisetu,1068629000,1068629000
2018,Bogor,Harkat Jaya,1284222237,1284222237
2019,Purwakarta,Sukatani,1068589400,1068589400
2020,Cirebon,Babakan Losari Lor,1068549000,1068549000
2019,Garut,Bayongbong,1068500000,1068500000
2019,Karawang,Kiara,1068405000,1068405000
2021,Tasikmalaya,Cipacing,1068342000,1068342000
2019,Tasikmalaya,Jayaratu,1068271000,1068271000
2019,Sukabumi,Cihaur,1068270000,1068270000
2021,Sumedang,Tanjungmekar,1068120000,1068120000
2019,Pangandaran,Harumandala,1068016000,1068016000
2019,Cirebon,Tegalsari,1068063000,1068063000
2021,Sukabumi,Cicareuh,1068039000,1068039000
2018,Karawang,Kutamakmur,1068016000,1068016000
2018,Pangandaran,Harumandala,1019789000,1019789000
2019,Ciamis,Sukasenang,1067976000,1067976000
2021,Karawang,Sindangmulya,1067963000,1067963000
2019,Garut,Sindangsari,1067900000,1067900000
2021,Bogor,Jogjogan,1067807000,1067807000
2021,Bogor,Neglasari,1067739000,1067739000
2019,Karawang,Tanjungmekar,1067682000,1067682000
2021,Bandung,Soreang,1067677000,1067677000
2019,Sukabumi,Bencoy,1067656000,1067656000
2021,Sukabumi,Cijangkar,1067645000,1067645000
2019,Cirebon,Kertawangun,1067579000,1067579000
2020,Bogor,Sukamanah,1067573000,1066938101
2020,Pangandaran,Harumandala,969146000,969146000
2019,Majalengka,Indrakila,1067473000,1067473000
2019,Tasikmalaya,Cibeber,1067433000,1067433000
2019,Garut,Cisompet,1067400000,1067400000
2018,Cianjur,Babakansari,1067364000,1067364000
2020,Kuningan,Cisantana,1067289000,1067289000
2019,Majalengka,Cingambul,1067237000,1280684400
2019,Ciamis,Sindangasih,1067112000,1067112000
2019,Bogor,Leuwiliang,1067101589,1067101589
2019,Garut,Wanajaya,1067100000,1067100000
2018,Majalengka,Mekarwangi,1067082458,1067082458
2020,Indramayu,Tanjungsari,1067082000,1067082000
2019,Indramayu,Jayalaksana,1067077000,1067077000
2021,Bogor,Kalong II,1067076000,1067076000
2019,Majalengka,Paningkiran,1067013000,1067013000
2021,Cianjur,Rancagoong,1067013000,906110400
2019,Majalengka,Kutamanggu,1067011000,1067011000
2020,Karawang,Pacing,1067000000,1067000000
2019,Bogor,Tajur,1066884990,1066884990
2019,Bandung,Ganjar Sabar,1066786000,1066786000
2018,Bekasi,Sukalaksana,1066780000,1066780000
2021,Karawang,Pagadungan,1066773000,1066773000
2020,Karawang,Kalibuaya,1066729000,1066729000
2021,Kuningan,Sukamaju,1066652000,1066652000
2019,Garut,Citangtu,1066600000,1066600000
2019,Garut,Purbayani,1066600000,1066600000
2019,Kuningan,Gewok,1066546000,1066546000
2018,Bandung,Warjabakti,1066497000,1066497000
2020,Bogor,Rumpin,1066464000,1066382880
2021,Sukabumi,Cicadas,1066463000,1066463000
2021,Cirebon,Bojong Lor,1066461000,1066461000
2021,Sukabumi,Waluran Mandiri,1066414000,1066414000
2019,Ciamis,Muktisari,1066374000,1066374000
2020,Tasikmalaya,Jayaratu,1066229000,1066229000
2019,Majalengka,Bantarujeg,1066205000,1066205000
2021,Sukabumi,Curugkembar,1066202000,1066202000
2019,Kuningan,Situgede,1066197000,1066197000
2020,Tasikmalaya,Ciampanan,1066160000,1066160000
2019,Bogor,Nagrak,1066137614,1066137614
2019,Indramayu,Sleman,1066073000,1066073000
2020,Cianjur,Sukamanah,1066033000,1066033000
2018,Bogor,Pasarean,1066032186,1066032186
2020,Cianjur,Sindangsari,1066030000,1066030000
2019,Kuningan,Salareuma,1066028000,1066028000
2021,Pangandaran,Harumandala,847893000,847893000
2021,Cirebon,Putat,1065968000,1065968000
2021,Kuningan,Ciangir,1065911000,1065911000
2018,Bogor,Karang Tengah,1065880860,1065880860
2021,Karawang,Sukaharja,1065877000,1065877000
2021,Bandung,Talun,1065858000,1065858000
2021,Sumedang,Cipelang,1065846000,1065846000
2021,Ciamis,Sagalaherang,1065703000,1065703000
2021,Sukabumi,Citepus,1065659000,1065659000
2020,Bogor,Kabasiran,1065616000,1065616000
2018,Garut,Kutanagara,1065612000,1065612000
2020,Kuningan,Ciangir,1065568000,1065568000
2018,Bandung Barat,Cibogo,1065564600,1065564600
2018,Karawang,Amansari,1065529400,1065529400
2020,Tasikmalaya,Kiarajangkung,1065510000,1065510000
2019,Karawang,Panyingkiran,1065415000,639249000
2019,Pangandaran,Harumandala,0,0
2018,Pangandaran,Harumandala,0,0
2021,Cianjur,Kertamukti,1065252000,1065252000
2019,Majalengka,Loji,1065171000,1065171000
2021,Sumedang,Haurgombong,885966000,885966000
2019,Cianjur,Jatisari,1065100000,1065100000
2020,Cirebon,Wotgali,1065068000,1065068000
2021,Tasikmalaya,Cilolohan,1065054000,1065054000
2021,Sukabumi,Cibolang Kaler,1065036000,1065036000
2021,Bogor,Cimayang,1065022000,1065022000
2018,Cianjur,Sukakerta,1065016000,1065016000
2018,Majalengka,Kepuh,1064944547,1064944547
2018,Bekasi,Sukajaya,1064910000,1064910000
2018,Majalengka,Silihwangi,1064895450,1064895450
2018,Bandung Barat,Kertamulya,1064877600,1064877600
2019,Karawang,Kertaraharja,1064849000,1064849000
2018,Bogor,Sukagalih,1064832567,1064832567
2020,Cianjur,Girijaya,1064795000,1064795000
2021,Bandung,Cikadut,1064738000,1064738000
2020,Sumedang,Haurgombong,839114000,839114000
2019,Majalengka,Karyamukti,1064727000,1064727000
2019,Sumedang,Haurgombong,830503000,830503000
2018,Bandung,Pangauban,1064651000,1064651000
2018,Sumedang,Haurgombong,732897000,732897000
2021,Ciamis,Cisadap,1064555000,1064555000
2021,Sukabumi,Nagrakjaya,1064543000,1064543000
2019,Bekasi,Hurip Jaya,1360000000,1360000000
2018,Bogor,Tamansari,1064519674,1064519674
2020,Ciamis,Cisontrol,1064494000,1064494000
2018,Bekasi,Hurip Jaya,1078660000,1078660000
2020,Cirebon,Ciwaringin,1064426000,1064426000
2018,Garut,Jatiwangi,1064412000,1064412000
2020,Cirebon,Gintung Lor,1064397000,1064397000
2020,Sukabumi,Girijaya,1064359000,1064359000
2021,Bogor,Cidokom,1064352000,1064352000
2020,Bekasi,Karanghaur,1064312000,1064312000
2019,Karawang,Sukamekar,1064292000,1064292000
2020,Kuningan,Margamukti,1064272000,1064272000
2020,Tasikmalaya,Sukahening,1064264000,1064264000
2021,Cirebon,Panongan Lor,1064168000,1064168000
2020,Cirebon,Cilukrak,1064105000,1064105000
2019,Ciamis,Sukamulya,1064102000,1064102000
2020,Tasikmalaya,Cimanuk,1064102000,1064102000
2019,Cianjur,Cinangsi,1064100000,1064100000
2021,Cianjur,Margaluyu,1064096000,1064096000
2020,Cirebon,Waled Desa,1064032000,1064032000
2021,Tasikmalaya,Kalapagenep,1064021000,1064021000
2021,Bandung,Buninagara,1063989000,1063989000
2021,Cirebon,Astapada,1063984000,1063984000
2021,Majalengka,Kertasari,1063940000,1063940000
2019,Banjar,Cibeureum,1063939000,1063939000
2018,Garut,Girijaya,1063938000,1063938000
2019,Cirebon,Panongan Lor,1063903000,1063903000
2019,Garut,Cikarang,1063900000,1063900000
2019,Tasikmalaya,Sukawangun,1063882000,1063882000
2021,Ciamis,Margajaya,1063832000,1063832000
2021,Sumedang,Narimbang,1063817000,1063817000
2018,Bandung,Hegarmanah,1063809000,1063809000
2019,Garut,Leuwigoong,1063800000,1063800000
2021,Bogor,Jabonmekar,943245000,943245000
2019,Tasikmalaya,Cibungur,1063793000,1063793000
2021,Tasikmalaya,Sukasari,1063771000,1063771000
2020,Karawang,Pasirmukti,1063748000,1063748000
2021,Subang,Pusakajaya,1063742000,1063742000
2019,Tasikmalaya,Sukarame,1063719000,1063719000
2021,Majalengka,Singawada,1063711000,1063711000
2019,Pangandaran,Karangkamiri,1063704000,1063704000
2018,Tasikmalaya,Malatisuka,1063698000,1063698000
2018,Bogor,Cibeber II,1063654828,1063654828
2019,Garut,Wanamekar,1063600000,1063600000
2020,Bandung,Cangkuang,1063552000,1063552000
2021,Tasikmalaya,Dawagung,1063454000,1063454000
2020,Majalengka,Lampuyang,1063452000,1063452000
2020,Bogor,Cibadung,1063430000,1063429883
2020,Subang,Pasirbungur,1063426000,1063426000
2020,Cirebon,Kroya,1063421000,1063421000
2018,Tasikmalaya,Padasuka,1063394800,1063394800
2021,Cianjur,Mekarsari,1063361000,1063361000
2018,Bogor,Cigudeg,1063348596,1063348595
2021,Ciamis,Sukasari,1063250000,1063250000
2020,Ciamis,Sukamulya,1063241000,1063241000
2019,Cianjur,Rawabelut,1063200000,1063200000
2019,Bogor,Jabonmekar,834407624,834407624
2018,Bandung,Cilame,1063024000,1063024000
2019,Majalengka,Sunia,1062976000,1062976000
2018,Bogor,Tegalwangi,1062894625,1062894625
2020,Majalengka,Cinambo,1062868000,1062868000
2021,Cianjur,Sindangasih,1062847000,1062847000
